species	ANI
Staphylococcus auricularis	99.62
Thermococcus sibiricus	98.53
Thermovirga lienii	99.09
Streptomyces griseorubiginosus	98.54
Streptomyces canus	96.75
Lelliottia amnigena	98.96
Aquitalea magnusonii	99.96
Mycobacterium pseudoshottsii	99.95
Bacillus coahuilensis	99.09
Caviibacter abscessus	99.84
Elizabethkingia bruuniana	98.99
Burkholderia territorii	98.78
Burkholderia mayonis	96.39
Burkholderia stagnalis	99.14
Burkholderia singularis	98.47
Burkholderia pseudomultivorans	97.66
Flavobacterium covae	99.11
Hyphomicrobium sulfonivorans	99.00
Vibrio toranzoniae	98.64
Pseudomonas palleroniana	99.05
Micromonospora rifamycinica	99.99
Streptomyces griseochromogenes	100.00
Aerococcus urinae	99.98
Aerococcus urinaehominis	100.00
Liberibacter crescens	99.98
Hydrogenibacillus schlegelii	98.84
Carbonactinospora thermoautotrophica	99.61
Enterococcus canis	99.99
Mycolicibacterium wolinskyi	99.32
Paenibacillus jilunlii	99.99
Anaerococcus tetradius	98.35
Kordiimonas lacus	100.00
Celeribacter halophilus	99.99
Streptomyces caniscabiei	98.45
Arthrobacter luteolus	100.00
Arthrobacter woluwensis	98.39
Glutamicibacter mysorens	99.25
Actinomadura chibensis	100.00
Actinomadura latina	100.00
Microbacterium hydrocarbonoxydans	100.00
Microbacterium paraoxydans	99.43
Sphaerimonospora mesophila	99.82
Nocardiopsis alborubida	100.00
Skermania piniformis	100.00
Capnocytophaga haemolytica	99.82
Microbacterium hominis	99.17
Moraxella osloensis	97.97
Photobacterium aquimaris	99.48
Amycolatopsis regifaucium	100.00
Sphingopyxis granuli	97.59
Anaerotignum propionicum	99.99
Corynebacterium stationis	97.75
Endozoicomonas arenosclerae	99.89
Agrobacterium bohemicum	99.84
Pseudodesulfovibrio indicus	99.98
Methanobrevibacter olleyae	99.31
Photobacterium sanguinicancri	98.30
Candidatus Parvibacillus calidus	98.64
Mycolicibacterium brisbanense	99.99
Mycolicibacterium canariasense	99.99
Alicyclobacillus mali (ex Roth et al. 2021)	98.83
Cellulosimicrobium funkei	99.51
Ferrimonas marina	100.00
Cedecea neteri	99.91
Komagataeibacter xylinus	99.84
Achromobacter denitrificans	99.61
Methanoculleus thermophilus	99.87
Christensenella minuta	99.89
Aliarcobacter cryaerophilus	97.19
Aliarcobacter skirrowii	98.84
Tsukamurella tyrosinosolvens	99.30
Tsukamurella pulmonis	99.57
Tsukamurella pseudospumae	98.20
Halomonas axialensis	97.65
Sinomonas atrocyanea	99.99
Acetobacter cerevisiae	97.48
Gluconobacter potus	96.78
Gluconobacter japonicus	97.93
Gluconobacter albidus	98.82
Gluconobacter roseus	100.00
Ferrovum myxofaciens	99.43
Marichromatium gracile	98.52
Collimonas arenae	99.97
Collimonas pratensis	98.31
Bacillus nakamurai	99.10
Microbacterium laevaniformans	98.90
Heyndrickxia sporothermodurans	99.91
Parageobacillus toebii	99.20
Caldibacillus debilis	98.70
Alkalihalobacillus trypoxylicola	100.00
Priestia endophytica	98.83
Serratia ficaria	99.79
Moraxella lacunata	99.69
Moraxella atlantae	98.81
Sphingobium cloacae	100.00
Sphingobium amiense	100.00
Sutcliffiella cohnii	100.00
Neobacillus drentensis	100.00
Cytobacillus firmus	99.35
Lederbergia lenta	99.84
Neobacillus soli	100.00
Lactococcus plantarum	99.99
Lactococcus raffinolactis	99.21
Peribacillus simplex	99.01
Neobacillus novalis	100.00
Alkalihalobacillus krulwichiae	99.99
Xylanimicrobium pachnodae	99.85
Bergeriella denitrificans	100.00
Cupriavidus oxalaticus	99.80
Sphingomonas adhaesiva	100.00
Roseivirga ehrenbergii	100.00
Staphylococcus kloosii	99.19
Vibrio cidicii	98.49
Kluyvera intermedia	99.41
Sphingomonas koreensis	98.50
Sphingopyxis terrae	97.82
Williamsia muralis	100.00
Ferroacidibacillus organovorans	99.63
Flavobacterium chilense	100.00
Aminobacter aminovorans	100.00
Sphingopyxis macrogoltabida	100.00
Pontibacter akesuensis	100.00
Haematospirillum jordaniae	99.89
Nocardia amikacinitolerans	98.38
Nocardia africana	99.98
Nocardia alba	100.00
Pseudomonas yamanorum	98.83
Nocardia coubleae	100.00
Nocardia caishijiensis	100.00
Nocardia salmonicida	98.24
Nocardia ignorata	100.00
Nocardia gamkensis	100.00
Nocardia pseudobrasiliensis	100.00
Nocardia mexicana	100.00
Nocardia puris	99.75
Nocardia speluncae	100.00
Nocardia vermiculata	100.00
Nocardia uniformis	100.00
Nocardia flavorosea	100.00
Rhodanobacter thiooxydans	99.33
Rummeliibacillus stabekisii	98.53
Microbulbifer thermotolerans	99.31
Brevibacillus parabrevis	99.02
Crenobacter luteus	98.96
Micrococcus aloeverae	98.44
Pseudovibrio axinellae	99.99
Clostridium magnum	99.99
Oerskovia enterophila	99.19
Pseudoalteromonas luteoviolacea	99.66
Paenibacillus glucanolyticus	99.49
Geobacillus subterraneus	99.36
Streptomyces ambofaciens	99.20
Mycobacterium ostraviense	99.89
Mycobacterium persicum	99.77
Rhizobium anhuiense	99.20
Rathayibacter tanaceti	99.97
Stutzerimonas frequens	97.48
Pseudoalteromonas shioyasakiensis	97.54
Moraxella ovis	99.34
Peribacillus frigoritolerans	97.36
Paraburkholderia kirstenboschensis	99.34
Paenibacillus macquariensis	99.99
Flavobacterium fryxellicola	100.00
Mycoplasmopsis gallinarum	96.92
Paenibacillus crassostreae	100.00
Janibacter melonis	98.05
Marinomonas aquimarina	99.99
Hydrogenophaga crassostreae	100.00
Pediococcus parvulus	99.52
Rathayibacter tritici	99.70
Tenacibaculum ovolyticum	97.89
Pseudohongiella nitratireducens	99.74
Mariniblastus fucicola	100.00
Roseimaritima ulvae	99.99
Rubripirellula obstinata	99.97
Methylorubrum populi	98.91
Domibacillus aminovorans	97.93
Denitrobacterium detoxificans	99.99
Paraburkholderia ginsengiterrae	99.97
Rhodococcus gordoniae	99.61
Rhodococcus corynebacterioides	99.28
Rhodococcus kroppenstedtii	98.60
Endozoicomonas ascidiicola	99.08
Acinetobacter terrae	96.84
Photobacterium jeanii	100.00
Dietzia timorensis	99.99
Thalassotalea crassostreae	100.00
Brucella pseudogrignonensis	98.39
Hoyosella altamirensis	100.00
Ralstonia insidiosa	98.72
Pseudomonas koreensis	99.25
Providencia heimbachae	99.43
Streptobacillus moniliformis	99.51
Kosakonia oryzae	99.78
Streptomyces parvulus	99.39
Thermobifida halotolerans	99.81
Pseudoalteromonas prydzensis	98.96
Croceicoccus pelagius	99.99
Croceicoccus mobilis	100.00
Rhizobium bangladeshense	98.97
Pseudoalteromonas mariniglutinosa	99.98
Paenarthrobacter nicotinovorans	99.73
Thalassospira tepidiphila	99.99
Altererythrobacter ishigakiensis	100.00
Loigolactobacillus backii	99.47
Rhizobium esperanzae	96.08
Mycolicibacterium monacense	99.69
Mycobacterium alsense	97.83
Mycolicibacterium celeriflavum	99.57
Mycobacterium kubicae	99.39
Mycobacterium mantenii	97.33
Mycobacterium marseillense	99.64
Paraburkholderia tropica	99.40
Maribacter hydrothermalis	100.00
Mycobacterium gordonae	99.51
Tepidimonas fonticaldi	97.86
Bordetella bronchialis	99.21
Erythrobacter dokdonensis	100.00
Gallibacterium salpingitidis	97.75
Gelidibacter algens	99.97
Acinetobacter gandensis	100.00
Halomonas elongata	99.15
Christensenella intestinihominis	100.00
Moraxella nonliquefaciens	98.97
Mycolicibacter kumamotonensis	98.66
Polaribacter reichenbachii	100.00
Polaribacter vadi	100.00
Candidatus Pseudothioglobus singularis	96.47
Kluyvera georgiana	98.23
Aeromonas piscicola	97.75
Chryseobacterium contaminans	100.00
Vibrio scophthalmi	97.41
Mycobacterium porcinum	98.85
Flavobacterium piscis	99.12
Flavobacterium glycines	100.00
Flavobacterium crassostreae	99.98
Bacteroides caecimuris	98.77
Muribaculum intestinale	99.10
Blautia pseudococcoides	99.85
Microbacterium sediminis	99.98
[Arcobacter] porcinus	99.11
Aliarcobacter thereius	99.42
Planobispora rosea	99.87
Streptomyces minutiscleroticus	99.72
Trueperella bernardiae	99.56
Leptospira inadai	99.97
Streptomyces noursei	98.18
Streptomyces sparsogenes	99.95
Acidiferrobacter thiooxydans	98.99
Flavobacterium anhuiense	97.58
Campylobacter ornithocola	99.99
Jiangella alba	99.97
Streptococcus himalayensis	99.99
Mesomycoplasma ovipneumoniae	99.93
Eisenbergiella tayi	98.28
Burkholderia metallica	99.33
Cobetia marina	98.31
Cereibacter johrii	99.37
Xenorhabdus hominickii	99.99
Mycobacterium sherrisii	99.94
Mycolicibacterium flavescens	99.99
Mycobacterium intermedium	99.98
Mycobacterium holsaticum	99.77
Mycobacterium koreense	99.72
Mycobacterium shimoidei	99.84
Actinacidiphila rubida	99.95
Ensifer alkalisoli	99.27
Pseudoalteromonas tetraodonis	98.11
Enterococcus termitis	99.99
Enterococcus ureilyticus	99.84
Enterococcus quebecensis	100.00
Campylobacter pinnipediorum	98.36
Pseudomonas salomonii	98.47
Novosphingobium resinovorum	98.72
Pantoea brenneri	99.36
Actinoalloteichus hymeniacidonis	100.00
Cloacibacterium normanense	99.30
Variovorax boronicumulans	97.16
Salegentibacter salarius	100.00
Acinetobacter proteolyticus	97.77
Glaciecola punicea	99.64
Agrobacterium vitis	94.40
Alteromonas lipolytica	99.99
Weissella soli	99.53
Acetobacter ascendens	99.27
Mycobacterium grossiae	99.99
Lentilactobacillus sunkii	96.36
Halodesulfurarchaeum formicicum	98.52
Pseudomonas seleniipraecipitans	98.16
Flavobacterium tructae	97.87
Mycobacterium syngnathidarum	99.28
Mycobacteroides franklinii	98.52
Clostridium formicaceticum	100.00
Mycobacterium talmoniae	99.74
Kushneria phosphatilytica	99.97
Ralstonia pseudosolanacearum	96.47
Chromobacterium sphagni	99.41
Planococcus salinarum	99.96
Planococcus faecalis	99.93
Bacillus xiamenensis	99.49
Butyrivibrio hungatei	97.40
Massilia timonae	98.39
Polynucleobacter asymbioticus	99.16
Pseudomonas azotoformans	100.00
Pseudomonas extremorientalis	99.90
Rhodobaca barguzinensis	100.00
Roseinatronobacter thiooxidans	99.99
Mycobacterium malmoense	99.75
Candidatus Aquicultor secundus	99.83
Brucella cytisi	98.51
Clostridium estertheticum	97.61
Poseidonibacter lekithochrous	99.47
Couchioplanes caeruleus	99.99
Alcanivorax borkumensis	99.98
Borreliella bissettiae	98.64
Neomicrococcus aestuarii	97.20
Syntrophotalea acetylenica	99.99
Methanohalophilus portucalensis	100.00
Suttonella ornithocola	99.98
Janibacter indicus	97.31
Methanohalophilus halophilus	100.00
Planktotalea frisia	99.23
Rhodococcus jostii	100.00
Rhodococcus maanshanensis	100.00
Rhodococcus triatomae	100.00
Rhodococcus tukisamuensis	100.00
Rhodococcus coprophilus	100.00
Bifidobacterium lemurum	100.00
Staphylococcus ureilyticus	99.31
Pseudomonas versuta	99.69
Pseudovibrio exalbescens	99.38
Boudabousia liubingyangii	98.10
Mycobacterium diernhoferi	99.99
Paenibacillus xylanexedens	96.11
Rhizobium gallicum	96.34
Exiguobacterium profundum	98.55
Mucilaginibacter polytrichastri	99.96
Alistipes putredinis	98.91
Ruminococcus bicirculans	97.64
Desulfovibrio piger	98.81
Streptococcus acidominimus	98.83
Thauera chlorobenzoica	99.98
Neptunomonas phycophila	98.75
Acuticoccus yangtzensis	100.00
Rhizobium ruizarguesonis	98.22
Borreliella mayonii	99.95
Salinicola socius	99.99
Actinomyces oris	97.20
Ensifer adhaerens	98.74
Rhodoferax antarcticus	99.77
Xaviernesmea oryzae	100.00
Rhizobium taibaishanense	100.00
Vibrio ponticus	98.72
Vibrio panuliri	99.68
Pseudomonas marincola	97.70
Thermosipho melanesiensis	100.00
Corynebacterium flavescens	99.85
Corynebacterium phocae	99.99
Pseudovibrio brasiliensis	99.99
Sporomusa sphaeroides	98.39
Pseudomonas reinekei	100.00
Faecalibaculum rodentium	98.23
Gramella flava	99.18
Bartonella apis	97.80
Cnuella takakiae	99.94
Alteromonas abrolhosensis	100.00
Paenibacillus odorifer	98.01
Paenibacillus amylolyticus	97.36
Vibrio ostreicida	99.60
Salipiger profundus	99.87
Bacillus swezeyi	97.86
Companilactobacillus allii	100.00
Haloterrigena daqingensis	100.00
Lacinutrix venerupis	98.17
Vibrio lentus	96.63
Microbacterium aurum	97.60
Streptomyces alfalfae	99.82
Brevirhabdus pacifica	99.98
Pseudomonas gessardii	98.90
Pseudomonas cedrina	100.00
Halioglobus japonicus	99.99
Pectobacterium actinidiae	99.48
Streptococcus azizii	99.98
Halopseudomonas pachastrellae	99.09
Nocardia donostiensis	99.81
Abyssicoccus albus	98.12
Actinomyces denticolens	99.69
Salinivibrio kushneri	98.46
Salinivibrio proteolyticus	96.73
Paenibacillus ihbetae	98.87
Tessaracoccus flavus	99.99
Nocardiopsis sinuspersici	99.39
Rodentibacter heylii	98.53
Vagococcus penaei	99.99
Pseudoalteromonas aliena	97.33
Rodentibacter trehalosifermentans	97.82
Pseudorhizobium flavum	99.29
Rodentibacter ratti	96.31
Rodentibacter rarus	99.21
Paenalcaligenes hominis	98.93
Neoasaia chiangmaiensis	100.00
Dolosigranulum pigrum	97.59
Clostridium felsineum	98.58
Acetobacter persici	96.51
Synechococcus lacustris	98.61
Bartonella apihabitans	97.05
Bartonella choladocola	98.18
Chlamydia gallinacea	99.52
Rhizobium laguerreae	97.71
Clostridium tepidum	99.67
Komagataeibacter nataicola	100.00
Heyndrickxia oleronia	98.68
Leptonema illini	98.24
Leptospira alexanderi	99.28
Mycobacteroides salmoniphilum	98.08
Moraxella caviae	99.98
Canicola haemoglobinophilus	98.42
Moraxella cuniculi	99.44
Rhodoferax fermentans	100.00
Mammaliicoccus fleurettii	99.43
Xanthomonas cissicola	99.99
Elizabethkingia ursingii	97.69
Elizabethkingia occulta	99.53
Herbaspirillum robiniae	98.69
Moraxella equi	100.00
Paenarthrobacter ureafaciens	98.13
Oceanospirillum multiglobuliferum	99.99
Actinomyces gaoshouyii	99.84
Metallibacterium scheffleri	98.43
Geobacillus zalihae	98.11
Niastella yeongjuensis	100.00
Xaviernesmea rhizosphaerae	97.95
Campylobacter helveticus	99.11
Sporosarcina ureae	99.98
Mycolicibacterium bacteremicum	99.98
Mycobacterium angelicum	99.96
Mycobacterium bouchedurhonense	99.99
Mycobacterium heidelbergense	99.98
Mycolicibacterium insubricum	99.94
Mycolicibacterium moriokaense	99.99
Mycolicibacter minnesotensis	99.99
Mycobacterium noviomagense	99.99
Mycolicibacter algericus	99.99
Mycobacterium paraseoulense	99.99
Mycobacterium branderi	100.00
Mycolicibacterium rhodesiae	99.99
Mycobacterium scrofulaceum	99.95
Mycobacterium shinjukuense	99.96
Mycobacterium timonense	99.44
Henriciella pelagia	100.00
Pseudomonas alcaliphila	100.00
Pseudomonas flavescens	100.00
Pseudomonas indica	99.43
Pseudomonas jinjuensis	100.00
Pseudomonas mucidolens	100.00
Rouxiella badensis	99.76
Mixta calida	99.89
Pantoea deleyi	99.99
Mixta gaviniae	99.90
Pantoea rodasii	99.97
Pantoea allii	99.38
Cnuibacter physcomitrellae	99.26
Burkholderia puraquae	100.00
Staphylococcus lutrae	99.96
Mycobacterium florentinum	100.00
Mycolicibacter hiberniae	99.99
Mycobacterium palustre	99.95
Mycobacterium paraense	99.39
Mycobacterium riyadhense	99.61
Mycobacterium saskatchewanense	99.99
Mycolicibacter senuensis	100.00
Mycolicibacter terrae	99.99
Mycolicibacterium fallax	99.99
Mycobacterium conspicuum	99.99
Mycolicibacterium confluentis	100.00
Mycobacterium doricum	99.99
Mycobacterium fragae	99.99
Mycobacterium lacus	99.98
Mycolicibacter longobardus	99.70
Mycobacterium parmense	99.99
Mycolicibacillus trivialis	99.99
Cognaticolwellia aestuarii	98.42
Colwellia chukchiensis	100.00
Neisseria canis	99.98
Neisseria dumasiana	98.86
Neisseria zoodegmatis	98.81
Neisseria dentiae	99.99
Neisseria animaloris	98.85
Lonsdalea iberica	99.01
Lonsdalea britannica	99.24
Marivita geojedonensis	100.00
Mycobacterium szulgai	99.95
Marinobacter salarius	98.00
Rhizobacter gummiphilus	100.00
Methylocystis bryophila	100.00
Kiloniella majae	97.01
Streptomyces platensis	98.17
Pseudonocardia autotrophica	100.00
Streptomyces fradiae	99.81
Pseudorhodoplanes sinuspersici	100.00
Symbiobacterium thermophilum	98.47
Streptomyces marincola	96.71
Gottfriedia solisilvae	100.00
Gottfriedia acidiceleris	99.99
Campylobacter lanienae	97.57
Leptolyngbya boryana	100.00
Litorilinea aerophila	99.81
Leptospira venezuelensis	100.00
Algoriphagus ratkowskyi	100.00
Algoriphagus faecimaris	99.99
Algoriphagus antarcticus	100.00
Halomonas desiderata	98.52
Evansella clarkii	98.36
Commensalibacter intestini	98.78
Streptomyces antimycoticus	98.40
Streptomyces angustmyceticus	99.24
Streptomyces cacaoi	99.75
Streptomyces murinus	97.28
Erythrobacter sanguineus	100.00
Streptomyces rhizosphaericus	98.50
Crossiella equi	99.97
Amycolatopsis lexingtonensis	99.98
Amycolatopsis pretoriensis	99.99
Streptomyces griseiscabiei	99.97
Vibrio gigantis	98.88
Vibrio celticus	100.00
Pseudoalteromonas ulvae	98.61
Acidovorax carolinensis	97.07
Kushneria marisflavi	100.00
Arthrobacter agilis	99.99
Enorma massiliensis	97.34
Gordonibacter urolithinfaciens	98.43
Anaerotignum lactatifermentans	97.77
Paenibacillus thiaminolyticus	99.40
Paenibacillus apiarius	99.85
Corynebacterium silvaticum	99.88
Spiroplasma clarkii	99.90
Tatumella citrea	100.00
Acinetobacter wuhouensis	97.00
Neiella marina	99.99
Solibacillus kalamii	100.00
Streptomyces alboflavus	98.09
Yersinia entomophaga	99.99
Pyrodictium delaneyi	99.79
Haematobacter massiliensis	99.84
Enterococcus wangshanyuanii	100.00
Halopseudomonas aestusnigri	98.15
Polaribacter haliotis	100.00
Acutalibacter muris	98.85
Alkalitalea saponilacus	100.00
Flavobacterium davisii	98.82
Flavobacterium oreochromis	99.34
Roseateles terrae	100.00
Sphingopyxis bauzanensis	100.00
Psychrobacter cryohalolentis	100.00
Brevundimonas vesicularis	99.76
Methylovulum psychrotolerans	98.13
Halobacillus halophilus	99.99
Streptomyces capitiformicae	99.98
Halorubrum lacusprofundi	99.68
Shewanella marisflavi	98.41
Flavobacterium pectinovorum	99.99
Secundilactobacillus pentosiphilus	97.29
Acetobacter oryzifermentans	98.75
Campylobacter sputorum	99.03
Pseudoalteromonas nigrifaciens	99.44
Pseudoalteromonas espejiana	100.00
Turicimonas muris	99.51
Flavobacterium araucananum	99.98
Burkholderia aenigmatica	97.70
Enterobacter mori	97.83
Pseudomonas fluvialis	99.99
Arenibacter algicola	97.77
Actinoalloteichus hoggarensis	100.00
Nocardia cerradoensis	99.72
Qipengyuania flava	97.14
Kocuria indica	98.67
Sedimentisphaera salicampi	99.03
Paenibacillus physcomitrellae	100.00
Prauserella marina	100.00
Paraclostridium benzoelyticum	99.32
Finegoldia magna	97.01
Oceanimonas baumannii	99.99
Mycoplasma testudineum	99.99
Campylobacter avium	98.20
Parenemella sanctibonifatiensis	97.58
Enemella evansiae	97.90
Mycolicibacterium sphagni	99.22
Lachnotalea glycerini	99.59
Elstera cyanobacteriorum	98.68
Brucella grignonensis	99.76
Lactobacillus taiwanensis	98.81
Sporomusa acidovorans	100.00
Aeriscardovia aeriphila	100.00
Bifidobacterium eulemuris	100.00
Pseudoscardovia suis	100.00
Actinobacillus seminis	99.95
Marinococcus halophilus	99.64
Micromonospora echinospora	99.99
Maribacter cobaltidurans	100.00
Enterococcus canintestini	98.62
Caldibacillus hisashii	98.80
Alkalihalobacillus clausii	98.76
Acetobacter fabarum	98.49
Paraferrimonas haliotis	99.23
Corynebacterium hadale	97.26
Vandammella animalimorsus	97.12
Actibacterium pelagium	100.00
Streptomyces albireticuli	99.99
Methanosphaera cuniculi	99.97
Tamilnaduibacter salinus	99.07
Pectobacterium polaris	96.97
Gibbsiella quercinecans	99.26
Zunongwangia profunda	99.31
Stutzerimonas kunmingensis	97.20
Idiomarina baltica	98.87
Spongiibacter tropicus	98.21
Leeuwenhoekiella blandensis	97.87
Phascolarctobacterium succinatutens	99.35
Caldicellulosiruptor bescii	99.99
Capnocytophaga gingivalis	96.76
Rahnella victoriana	99.00
Halomonas titanicae	97.81
Barnesiella viscericola	97.10
Chryseobacterium arthrosphaerae	98.34
Syntrophomonas wolfei	98.98
Acidaminococcus fermentans	96.27
Clostridium chauvoei	99.99
Streptomyces olivochromogenes	100.00
Effusibacillus lacus	100.00
Alcanivorax jadensis	97.97
Comamonas terrigena	98.95
Nannocystis exedens	99.99
Croceibacter atlanticus	99.02
Variibacter gotjawalensis	100.00
